	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq1605	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		
seq1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	DSSF69	
seq1607	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
seq1608	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
seq1609	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Anseongella	
seq1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria	
seq1611	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	48	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
seq1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
seq1613	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	
seq1614	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq1615	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	
seq1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	
seq1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	
seq1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
seq1619	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
seq1620	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tepidimicrobium	
seq1621	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
seq1622	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1623	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1624	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria	indica
seq1625	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria				
seq1626	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0							
seq1627	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq1628	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	fordii
seq1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
seq1630	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1631	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
seq1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1633	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	halophilus
seq1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	Eukaryota						
seq1636	68	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
seq1637	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Savagea	
seq1638	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1639	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	endophytica
seq1640	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
seq1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
seq1642	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	
seq1643	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	thermosphaericus
seq1644	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
seq1645	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1646	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1647	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1648	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	
seq1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	
seq1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	
seq1651	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1652	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
seq1653	0	0	0	0	0	80	0	0	0	0	0	0	0	147	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq1654	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
seq1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
seq1656	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	
seq1657	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1658	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	60	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
seq1659	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	
seq1660	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq1662	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	42	0	Bacteria	Firmicutes	Clostridia				
seq1663	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
seq1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	
seq1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1668	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1669	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	Eukaryota						
seq1670	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	daeguensis
seq1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
seq1672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1673	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	137	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
seq1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	Eukaryota						
seq1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae		
seq1676	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Tuberibacillus	
seq1677	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq1678	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae		
seq1680	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	
seq1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
seq1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	
seq1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
seq1684	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
seq1685	0	0	0	0	0	133	0	0	0	85	0	0	0	0	0	0	0	Eukaryota						
seq1686	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	
seq1687	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila	
seq1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	
seq1690	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	54	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
seq1691	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
seq1692	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	
seq1693	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	Eukaryota						
seq1694	0	0	0	0	0	0	0	0	0	137	0	0	0	80	0	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	
seq1695	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	Eukaryota						
seq1697	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq1698	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	
seq1699	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	
seq1700	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	
seq1701	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	
seq1702	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	pichinotyi
seq1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Salipaludibacillus	
seq1705	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	
seq1706	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
seq1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	gelatini
seq1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	Eukaryota						
seq1709	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1710	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq1711	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	
seq1712	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae		
seq1713	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	oremlandii
seq1714	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria				
seq1715	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	Bacteria	Firmicutes	Clostridia				
seq1716	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Helcococcus	
seq1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	
seq1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
seq1719	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ammonioxydans
seq1721	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1722	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	
seq1723	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	
seq1724	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1725	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1727	78	0	0	0	0	41	0	0	0	0	0	0	0	0	0	91	0	Bacteria	Proteobacteria	Alphaproteobacteria				
seq1728	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
seq1729	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
seq1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
seq1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola	
seq1733	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
seq1734	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
seq1735	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1736	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
seq1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
seq1738	191	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722		
seq1739	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
seq1740	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tepidimicrobium	
seq1741	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Pseudactinotalea	
seq1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
seq1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq1744	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	ligni
seq1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	
seq1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	
seq1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	Bacteria	Firmicutes	Clostridia	M55-D21			
seq1749	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales			
seq1750	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1751	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	
seq1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	
seq1753	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
seq1754	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq1755	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1756	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ammonioxydans
seq1757	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	
seq1758	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
seq1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1760	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1761	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1762	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
seq1763	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1764	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq1765	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq1766	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq1767	0	0	0	70	0	0	133	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	
seq1768	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq1769	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq1770	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae		
seq1771	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	
seq1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq1775	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq1776	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Verticia	
seq1777	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
seq1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	Eukaryota						
